file_name,rotation_hz,sample_rate,col,label,test_measure
60.2112.csv,60.2112,50000,1,17,6g
60.2112.csv,60.2112,50000,2,17,6g
60.2112.csv,60.2112,50000,3,17,6g
60.2112.csv,60.2112,50000,4,17,6g
60.2112.csv,60.2112,50000,5,17,6g
60.2112.csv,60.2112,50000,6,17,6g
19.456.csv,19.456,50000,1,17,6g
19.456.csv,19.456,50000,2,17,6g
19.456.csv,19.456,50000,3,17,6g
19.456.csv,19.456,50000,4,17,6g
19.456.csv,19.456,50000,5,17,6g
19.456.csv,19.456,50000,6,17,6g
49.7664.csv,49.7664,50000,1,17,6g
49.7664.csv,49.7664,50000,2,17,6g
49.7664.csv,49.7664,50000,3,17,6g
49.7664.csv,49.7664,50000,4,17,6g
49.7664.csv,49.7664,50000,5,17,6g
49.7664.csv,49.7664,50000,6,17,6g
18.6368.csv,18.6368,50000,1,17,6g
18.6368.csv,18.6368,50000,2,17,6g
18.6368.csv,18.6368,50000,3,17,6g
18.6368.csv,18.6368,50000,4,17,6g
18.6368.csv,18.6368,50000,5,17,6g
18.6368.csv,18.6368,50000,6,17,6g
26.624.csv,26.624,50000,1,17,6g
26.624.csv,26.624,50000,2,17,6g
26.624.csv,26.624,50000,3,17,6g
26.624.csv,26.624,50000,4,17,6g
26.624.csv,26.624,50000,5,17,6g
26.624.csv,26.624,50000,6,17,6g
29.696.csv,29.696,50000,1,17,6g
29.696.csv,29.696,50000,2,17,6g
29.696.csv,29.696,50000,3,17,6g
29.696.csv,29.696,50000,4,17,6g
29.696.csv,29.696,50000,5,17,6g
29.696.csv,29.696,50000,6,17,6g
36.864.csv,36.864,50000,1,17,6g
36.864.csv,36.864,50000,2,17,6g
36.864.csv,36.864,50000,3,17,6g
36.864.csv,36.864,50000,4,17,6g
36.864.csv,36.864,50000,5,17,6g
36.864.csv,36.864,50000,6,17,6g
52.8384.csv,52.8384,50000,1,17,6g
52.8384.csv,52.8384,50000,2,17,6g
52.8384.csv,52.8384,50000,3,17,6g
52.8384.csv,52.8384,50000,4,17,6g
52.8384.csv,52.8384,50000,5,17,6g
52.8384.csv,52.8384,50000,6,17,6g
41.3696.csv,41.3696,50000,1,17,6g
41.3696.csv,41.3696,50000,2,17,6g
41.3696.csv,41.3696,50000,3,17,6g
41.3696.csv,41.3696,50000,4,17,6g
41.3696.csv,41.3696,50000,5,17,6g
41.3696.csv,41.3696,50000,6,17,6g
16.1792.csv,16.1792,50000,1,17,6g
16.1792.csv,16.1792,50000,2,17,6g
16.1792.csv,16.1792,50000,3,17,6g
16.1792.csv,16.1792,50000,4,17,6g
16.1792.csv,16.1792,50000,5,17,6g
16.1792.csv,16.1792,50000,6,17,6g
12.9024.csv,12.9024,50000,1,17,6g
12.9024.csv,12.9024,50000,2,17,6g
12.9024.csv,12.9024,50000,3,17,6g
12.9024.csv,12.9024,50000,4,17,6g
12.9024.csv,12.9024,50000,5,17,6g
12.9024.csv,12.9024,50000,6,17,6g
38.5024.csv,38.5024,50000,1,17,6g
38.5024.csv,38.5024,50000,2,17,6g
38.5024.csv,38.5024,50000,3,17,6g
38.5024.csv,38.5024,50000,4,17,6g
38.5024.csv,38.5024,50000,5,17,6g
38.5024.csv,38.5024,50000,6,17,6g
24.3712.csv,24.3712,50000,1,17,6g
24.3712.csv,24.3712,50000,2,17,6g
24.3712.csv,24.3712,50000,3,17,6g
24.3712.csv,24.3712,50000,4,17,6g
24.3712.csv,24.3712,50000,5,17,6g
24.3712.csv,24.3712,50000,6,17,6g
51.6096.csv,51.6096,50000,1,17,6g
51.6096.csv,51.6096,50000,2,17,6g
51.6096.csv,51.6096,50000,3,17,6g
51.6096.csv,51.6096,50000,4,17,6g
51.6096.csv,51.6096,50000,5,17,6g
51.6096.csv,51.6096,50000,6,17,6g
17.408.csv,17.408,50000,1,17,6g
17.408.csv,17.408,50000,2,17,6g
17.408.csv,17.408,50000,3,17,6g
17.408.csv,17.408,50000,4,17,6g
17.408.csv,17.408,50000,5,17,6g
17.408.csv,17.408,50000,6,17,6g
45.4656.csv,45.4656,50000,1,17,6g
45.4656.csv,45.4656,50000,2,17,6g
45.4656.csv,45.4656,50000,3,17,6g
45.4656.csv,45.4656,50000,4,17,6g
45.4656.csv,45.4656,50000,5,17,6g
45.4656.csv,45.4656,50000,6,17,6g
50.7904.csv,50.7904,50000,1,17,6g
50.7904.csv,50.7904,50000,2,17,6g
50.7904.csv,50.7904,50000,3,17,6g
50.7904.csv,50.7904,50000,4,17,6g
50.7904.csv,50.7904,50000,5,17,6g
50.7904.csv,50.7904,50000,6,17,6g
23.7568.csv,23.7568,50000,1,17,6g
23.7568.csv,23.7568,50000,2,17,6g
23.7568.csv,23.7568,50000,3,17,6g
23.7568.csv,23.7568,50000,4,17,6g
23.7568.csv,23.7568,50000,5,17,6g
23.7568.csv,23.7568,50000,6,17,6g
54.6816.csv,54.6816,50000,1,17,6g
54.6816.csv,54.6816,50000,2,17,6g
54.6816.csv,54.6816,50000,3,17,6g
54.6816.csv,54.6816,50000,4,17,6g
54.6816.csv,54.6816,50000,5,17,6g
54.6816.csv,54.6816,50000,6,17,6g
21.7088.csv,21.7088,50000,1,17,6g
21.7088.csv,21.7088,50000,2,17,6g
21.7088.csv,21.7088,50000,3,17,6g
21.7088.csv,21.7088,50000,4,17,6g
21.7088.csv,21.7088,50000,5,17,6g
21.7088.csv,21.7088,50000,6,17,6g
31.5392.csv,31.5392,50000,1,17,6g
31.5392.csv,31.5392,50000,2,17,6g
31.5392.csv,31.5392,50000,3,17,6g
31.5392.csv,31.5392,50000,4,17,6g
31.5392.csv,31.5392,50000,5,17,6g
31.5392.csv,31.5392,50000,6,17,6g
61.0304.csv,61.0304,50000,1,17,6g
61.0304.csv,61.0304,50000,2,17,6g
61.0304.csv,61.0304,50000,3,17,6g
61.0304.csv,61.0304,50000,4,17,6g
61.0304.csv,61.0304,50000,5,17,6g
61.0304.csv,61.0304,50000,6,17,6g
57.1392.csv,57.1392,50000,1,17,6g
57.1392.csv,57.1392,50000,2,17,6g
57.1392.csv,57.1392,50000,3,17,6g
57.1392.csv,57.1392,50000,4,17,6g
57.1392.csv,57.1392,50000,5,17,6g
57.1392.csv,57.1392,50000,6,17,6g
30.72.csv,30.72,50000,1,17,6g
30.72.csv,30.72,50000,2,17,6g
30.72.csv,30.72,50000,3,17,6g
30.72.csv,30.72,50000,4,17,6g
30.72.csv,30.72,50000,5,17,6g
30.72.csv,30.72,50000,6,17,6g
56.1152.csv,56.1152,50000,1,17,6g
56.1152.csv,56.1152,50000,2,17,6g
56.1152.csv,56.1152,50000,3,17,6g
56.1152.csv,56.1152,50000,4,17,6g
56.1152.csv,56.1152,50000,5,17,6g
56.1152.csv,56.1152,50000,6,17,6g
33.5872.csv,33.5872,50000,1,17,6g
33.5872.csv,33.5872,50000,2,17,6g
33.5872.csv,33.5872,50000,3,17,6g
33.5872.csv,33.5872,50000,4,17,6g
33.5872.csv,33.5872,50000,5,17,6g
33.5872.csv,33.5872,50000,6,17,6g
27.4432.csv,27.4432,50000,1,17,6g
27.4432.csv,27.4432,50000,2,17,6g
27.4432.csv,27.4432,50000,3,17,6g
27.4432.csv,27.4432,50000,4,17,6g
27.4432.csv,27.4432,50000,5,17,6g
27.4432.csv,27.4432,50000,6,17,6g
42.3936.csv,42.3936,50000,1,17,6g
42.3936.csv,42.3936,50000,2,17,6g
42.3936.csv,42.3936,50000,3,17,6g
42.3936.csv,42.3936,50000,4,17,6g
42.3936.csv,42.3936,50000,5,17,6g
42.3936.csv,42.3936,50000,6,17,6g
14.336.csv,14.336,50000,1,17,6g
14.336.csv,14.336,50000,2,17,6g
14.336.csv,14.336,50000,3,17,6g
14.336.csv,14.336,50000,4,17,6g
14.336.csv,14.336,50000,5,17,6g
14.336.csv,14.336,50000,6,17,6g
48.5376.csv,48.5376,50000,1,17,6g
48.5376.csv,48.5376,50000,2,17,6g
48.5376.csv,48.5376,50000,3,17,6g
48.5376.csv,48.5376,50000,4,17,6g
48.5376.csv,48.5376,50000,5,17,6g
48.5376.csv,48.5376,50000,6,17,6g
15.5648.csv,15.5648,50000,1,17,6g
15.5648.csv,15.5648,50000,2,17,6g
15.5648.csv,15.5648,50000,3,17,6g
15.5648.csv,15.5648,50000,4,17,6g
15.5648.csv,15.5648,50000,5,17,6g
15.5648.csv,15.5648,50000,6,17,6g
40.3456.csv,40.3456,50000,1,17,6g
40.3456.csv,40.3456,50000,2,17,6g
40.3456.csv,40.3456,50000,3,17,6g
40.3456.csv,40.3456,50000,4,17,6g
40.3456.csv,40.3456,50000,5,17,6g
40.3456.csv,40.3456,50000,6,17,6g
36.0448.csv,36.0448,50000,1,17,6g
36.0448.csv,36.0448,50000,2,17,6g
36.0448.csv,36.0448,50000,3,17,6g
36.0448.csv,36.0448,50000,4,17,6g
36.0448.csv,36.0448,50000,5,17,6g
36.0448.csv,36.0448,50000,6,17,6g
57.7536.csv,57.7536,50000,1,17,6g
57.7536.csv,57.7536,50000,2,17,6g
57.7536.csv,57.7536,50000,3,17,6g
57.7536.csv,57.7536,50000,4,17,6g
57.7536.csv,57.7536,50000,5,17,6g
57.7536.csv,57.7536,50000,6,17,6g
32.768.csv,32.768,50000,1,17,6g
32.768.csv,32.768,50000,2,17,6g
32.768.csv,32.768,50000,3,17,6g
32.768.csv,32.768,50000,4,17,6g
32.768.csv,32.768,50000,5,17,6g
32.768.csv,32.768,50000,6,17,6g
35.0208.csv,35.0208,50000,1,17,6g
35.0208.csv,35.0208,50000,2,17,6g
35.0208.csv,35.0208,50000,3,17,6g
35.0208.csv,35.0208,50000,4,17,6g
35.0208.csv,35.0208,50000,5,17,6g
35.0208.csv,35.0208,50000,6,17,6g
22.528.csv,22.528,50000,1,17,6g
22.528.csv,22.528,50000,2,17,6g
22.528.csv,22.528,50000,3,17,6g
22.528.csv,22.528,50000,4,17,6g
22.528.csv,22.528,50000,5,17,6g
22.528.csv,22.528,50000,6,17,6g
20.2752.csv,20.2752,50000,1,17,6g
20.2752.csv,20.2752,50000,2,17,6g
20.2752.csv,20.2752,50000,3,17,6g
20.2752.csv,20.2752,50000,4,17,6g
20.2752.csv,20.2752,50000,5,17,6g
20.2752.csv,20.2752,50000,6,17,6g
62.0544.csv,62.0544,50000,1,17,6g
62.0544.csv,62.0544,50000,2,17,6g
62.0544.csv,62.0544,50000,3,17,6g
62.0544.csv,62.0544,50000,4,17,6g
62.0544.csv,62.0544,50000,5,17,6g
62.0544.csv,62.0544,50000,6,17,6g
44.4416.csv,44.4416,50000,1,17,6g
44.4416.csv,44.4416,50000,2,17,6g
44.4416.csv,44.4416,50000,3,17,6g
44.4416.csv,44.4416,50000,4,17,6g
44.4416.csv,44.4416,50000,5,17,6g
44.4416.csv,44.4416,50000,6,17,6g
43.4176.csv,43.4176,50000,1,17,6g
43.4176.csv,43.4176,50000,2,17,6g
43.4176.csv,43.4176,50000,3,17,6g
43.4176.csv,43.4176,50000,4,17,6g
43.4176.csv,43.4176,50000,5,17,6g
43.4176.csv,43.4176,50000,6,17,6g
53.6576.csv,53.6576,50000,1,17,6g
53.6576.csv,53.6576,50000,2,17,6g
53.6576.csv,53.6576,50000,3,17,6g
53.6576.csv,53.6576,50000,4,17,6g
53.6576.csv,53.6576,50000,5,17,6g
53.6576.csv,53.6576,50000,6,17,6g
25.8048.csv,25.8048,50000,1,17,6g
25.8048.csv,25.8048,50000,2,17,6g
25.8048.csv,25.8048,50000,3,17,6g
25.8048.csv,25.8048,50000,4,17,6g
25.8048.csv,25.8048,50000,5,17,6g
25.8048.csv,25.8048,50000,6,17,6g
37.4784.csv,37.4784,50000,1,17,6g
37.4784.csv,37.4784,50000,2,17,6g
37.4784.csv,37.4784,50000,3,17,6g
37.4784.csv,37.4784,50000,4,17,6g
37.4784.csv,37.4784,50000,5,17,6g
37.4784.csv,37.4784,50000,6,17,6g
28.4672.csv,28.4672,50000,1,17,6g
28.4672.csv,28.4672,50000,2,17,6g
28.4672.csv,28.4672,50000,3,17,6g
28.4672.csv,28.4672,50000,4,17,6g
28.4672.csv,28.4672,50000,5,17,6g
28.4672.csv,28.4672,50000,6,17,6g
58.9824.csv,58.9824,50000,1,17,6g
58.9824.csv,58.9824,50000,2,17,6g
58.9824.csv,58.9824,50000,3,17,6g
58.9824.csv,58.9824,50000,4,17,6g
58.9824.csv,58.9824,50000,5,17,6g
58.9824.csv,58.9824,50000,6,17,6g
47.5136.csv,47.5136,50000,1,17,6g
47.5136.csv,47.5136,50000,2,17,6g
47.5136.csv,47.5136,50000,3,17,6g
47.5136.csv,47.5136,50000,4,17,6g
47.5136.csv,47.5136,50000,5,17,6g
47.5136.csv,47.5136,50000,6,17,6g
46.4896.csv,46.4896,50000,1,17,6g
46.4896.csv,46.4896,50000,2,17,6g
46.4896.csv,46.4896,50000,3,17,6g
46.4896.csv,46.4896,50000,4,17,6g
46.4896.csv,46.4896,50000,5,17,6g
46.4896.csv,46.4896,50000,6,17,6g
56.5248.csv,56.5248,50000,1,17,0g
56.5248.csv,56.5248,50000,2,17,0g
56.5248.csv,56.5248,50000,3,17,0g
56.5248.csv,56.5248,50000,4,17,0g
56.5248.csv,56.5248,50000,5,17,0g
56.5248.csv,56.5248,50000,6,17,0g
60.2112.csv,60.2112,50000,1,17,0g
60.2112.csv,60.2112,50000,2,17,0g
60.2112.csv,60.2112,50000,3,17,0g
60.2112.csv,60.2112,50000,4,17,0g
60.2112.csv,60.2112,50000,5,17,0g
60.2112.csv,60.2112,50000,6,17,0g
19.456.csv,19.456,50000,1,17,0g
19.456.csv,19.456,50000,2,17,0g
19.456.csv,19.456,50000,3,17,0g
19.456.csv,19.456,50000,4,17,0g
19.456.csv,19.456,50000,5,17,0g
19.456.csv,19.456,50000,6,17,0g
39.5264.csv,39.5264,50000,1,17,0g
39.5264.csv,39.5264,50000,2,17,0g
39.5264.csv,39.5264,50000,3,17,0g
39.5264.csv,39.5264,50000,4,17,0g
39.5264.csv,39.5264,50000,5,17,0g
39.5264.csv,39.5264,50000,6,17,0g
41.7792.csv,41.7792,50000,1,17,0g
41.7792.csv,41.7792,50000,2,17,0g
41.7792.csv,41.7792,50000,3,17,0g
41.7792.csv,41.7792,50000,4,17,0g
41.7792.csv,41.7792,50000,5,17,0g
41.7792.csv,41.7792,50000,6,17,0g
33.9968.csv,33.9968,50000,1,17,0g
33.9968.csv,33.9968,50000,2,17,0g
33.9968.csv,33.9968,50000,3,17,0g
33.9968.csv,33.9968,50000,4,17,0g
33.9968.csv,33.9968,50000,5,17,0g
33.9968.csv,33.9968,50000,6,17,0g
49.7664.csv,49.7664,50000,1,17,0g
49.7664.csv,49.7664,50000,2,17,0g
49.7664.csv,49.7664,50000,3,17,0g
49.7664.csv,49.7664,50000,4,17,0g
49.7664.csv,49.7664,50000,5,17,0g
49.7664.csv,49.7664,50000,6,17,0g
35.2256.csv,35.2256,50000,1,17,0g
35.2256.csv,35.2256,50000,2,17,0g
35.2256.csv,35.2256,50000,3,17,0g
35.2256.csv,35.2256,50000,4,17,0g
35.2256.csv,35.2256,50000,5,17,0g
35.2256.csv,35.2256,50000,6,17,0g
40.5504.csv,40.5504,50000,1,17,0g
40.5504.csv,40.5504,50000,2,17,0g
40.5504.csv,40.5504,50000,3,17,0g
40.5504.csv,40.5504,50000,4,17,0g
40.5504.csv,40.5504,50000,5,17,0g
40.5504.csv,40.5504,50000,6,17,0g
28.672.csv,28.672,50000,1,17,0g
28.672.csv,28.672,50000,2,17,0g
28.672.csv,28.672,50000,3,17,0g
28.672.csv,28.672,50000,4,17,0g
28.672.csv,28.672,50000,5,17,0g
28.672.csv,28.672,50000,6,17,0g
52.8384.csv,52.8384,50000,1,17,0g
52.8384.csv,52.8384,50000,2,17,0g
52.8384.csv,52.8384,50000,3,17,0g
52.8384.csv,52.8384,50000,4,17,0g
52.8384.csv,52.8384,50000,5,17,0g
52.8384.csv,52.8384,50000,6,17,0g
26.8288.csv,26.8288,50000,1,17,0g
26.8288.csv,26.8288,50000,2,17,0g
26.8288.csv,26.8288,50000,3,17,0g
26.8288.csv,26.8288,50000,4,17,0g
26.8288.csv,26.8288,50000,5,17,0g
26.8288.csv,26.8288,50000,6,17,0g
22.7328.csv,22.7328,50000,1,17,0g
22.7328.csv,22.7328,50000,2,17,0g
22.7328.csv,22.7328,50000,3,17,0g
22.7328.csv,22.7328,50000,4,17,0g
22.7328.csv,22.7328,50000,5,17,0g
22.7328.csv,22.7328,50000,6,17,0g
31.9488.csv,31.9488,50000,1,17,0g
31.9488.csv,31.9488,50000,2,17,0g
31.9488.csv,31.9488,50000,3,17,0g
31.9488.csv,31.9488,50000,4,17,0g
31.9488.csv,31.9488,50000,5,17,0g
31.9488.csv,31.9488,50000,6,17,0g
14.5408.csv,14.5408,50000,1,17,0g
14.5408.csv,14.5408,50000,2,17,0g
14.5408.csv,14.5408,50000,3,17,0g
14.5408.csv,14.5408,50000,4,17,0g
